vessel_imo,flag,start_date,end_date
9299123,Liberia,2022-09-01,2022-11-01
9299123,St.Kitts and Nevis,2022-11-01,2023-04-01
9299123,Not Known,2023-04-01,2023-05-01
9299123,Panama,2023-05-01,
9299173,Turkey,2004-01-01,2004-10-01
9299173,Italy,2004-10-01,2004-10-01
9299173,St Vincent and Grenadines,2004-10-01,2013-03-01
9299173,Luxembourg,2013-03-01,2013-08-01
9299173,Russia,2013-08-01,2013-08-01
9299173,Russia,2013-08-01,2013-08-01
9299173,St Vincent and Grenadines,2013-08-01,2021-06-01
9299173,Russia,2021-06-01,
9299666,Greece,2005-01-01,2011-07-01
9299666,Liberia,2011-07-01,2024-01-01
9299666,Gabon,2024-01-01,
9299678,Greece,2005-09-01,2017-06-01
9299678,Malta,2017-06-01,2024-05-01
9299678,Cook islands,2024-05-01,
9299692,Liberia,2005-04-01,2024-01-01
9299692,Gabon,2024-01-01,
9299719,Liberia,2005-07-01,2024-01-01
9299719,Russia,2024-01-01,
9299721,Qatar,2006-01-01,2007-01-01
9299721,India,2007-01-01,2012-07-01
9299721,Singapore,2012-07-01,2015-04-01
9299721,Panama,2015-04-01,2017-10-01
9299721,Liberia,2017-10-01,2022-09-01
9299721,Panama,2022-09-01,
9299733,Qatar,2006-01-01,2021-06-01
9299733,Marshall Islands,2021-06-01,2023-03-01
9299733,Gabon,2023-03-01,
9299745,Qatar,2006-05-01,2021-06-01
9299745,Marshall Islands,2021-06-01,2023-02-01
9299745,Liberia,2023-02-01,2024-02-01
9299745,Eswatini FALSE,2024-02-01,
9299769,Qatar,2005-09-01,2006-10-01
9299769,Liberia,2006-10-01,2023-12-01
9299769,Palau (Republic of),2023-12-01,2024-04-01
9299769,Cook islands,2024-04-01,2024-08-01
9299769,Panama,2024-08-01,
9299862,Cyprus,2006-02-01,2022-11-01
9299862,St.Kitts and Nevis,2022-11-01,2023-05-01
9299862,Gabon,2023-05-01,2023-05-01
9299862,Mongolia,2023-05-01,
9299874,Panama,2005-10-01,2008-12-01
9299874,Saudi Arabia,2008-12-01,2023-11-01
9299874,Marshall Islands,2023-11-01,2024-03-01
9299874,Panama,2024-03-01,
9299886,Panama,2005-10-01,2008-08-01
9299886,Saudi Arabia,2008-08-01,2023-11-01
9299886,Marshall Islands,2023-11-01,2024-03-01
9299886,Panama,2024-03-01,
9299898,Greece,2005-05-01,2020-09-01
9299898,Niue,2020-09-01,2020-10-01
9299898,Indonesia,2020-10-01,2023-02-01
9299898,Cook islands,2023-02-01,
9299903,Greece,2005-06-01,2020-08-01
9299903,Indonesia,2020-08-01,2020-08-01
9299903,Niue,2020-08-01,2024-03-01
9299903,Panama,2024-03-01,
9301380,Cyprus,2005-10-01,2011-02-01
9301380,Liberia,2011-02-01,2015-01-01
9301380,Cyprus,2015-01-01,2022-12-01
9301380,Panama,2022-12-01,
9301392,Cyprus,2005-10-01,2022-11-01
9301392,Panama,2022-11-01,
9301407,Cyprus,2005-11-01,2022-11-01
9301407,Panama,2022-11-01,
9301419,Liberia,2005-11-01,2007-06-01
9301419,Cyprus,2007-06-01,2022-12-01
9301419,Panama,2022-12-01,
9301421,Liberia,2005-12-01,2007-06-01
9301421,Cyprus,2007-06-01,2022-11-01
9301421,Panama,2022-11-01,
9301524,Norway (NIS),2006-07-01,2021-07-01
9301524,Vietnam,2021-07-01,2021-07-01
9301524,Vietnam,2021-07-01,
9302126,Marshall Islands,2005-07-01,2008-07-01
9302126,Denmark (DIS),2008-07-01,2022-04-01
9302126,Liberia,2022-04-01,2024-01-01
9302126,Antigua and Barbuda,2024-01-01,
9304356,"Hong Kong, China",2005-09-01,2020-07-01
9304356,Vanuatu,2020-07-01,2022-08-01
9304356,Panama,2022-08-01,2024-02-01
9304356,Comoros,2024-02-01,
9304629,Liberia,2007-10-01,2007-10-01
9304629,Germany,2007-10-01,2014-04-01
9304629,Marshall Islands,2014-04-01,2014-04-01
9304629,Germany,2014-04-01,2022-12-01
9304629,Liberia,2022-12-01,2024-03-01
9304629,Belize,2024-03-01,2024-05-01
9304629,Panama,2024-05-01,
9304825,"Hong Kong, China",2006-05-01,2014-03-01
9304825,Malta,2014-03-01,2022-12-01
9304825,St.Kitts and Nevis,2022-12-01,2023-04-01
9304825,Gabon,2023-04-01,
9305568,Liberia,2005-12-01,2024-01-01
9305568,Gabon,2024-01-01,
9305609,Greece,2006-05-01,2022-04-01
9305609,Panama,2022-04-01,
9306457,Liberia,2005-06-01,2020-07-01
9306457,Marshall Islands,2020-07-01,
9306562,Cyprus,2005-06-01,2007-09-01
9306562,Greece,2007-09-01,2023-02-01
9306562,Marshall Islands,2023-02-01,2024-03-01
9306562,Guinea-Bissau,2024-03-01,
9306627,Norway (NIS),2007-04-01,2009-10-01
9306627,Denmark (DIS),2009-10-01,2011-06-01
9306627,Singapore,2011-06-01,2012-12-01
9306627,Marshall Islands,2012-12-01,2017-11-01
9306627,Marshall Islands,2017-11-01,2017-11-01
9306627,Singapore,2017-11-01,2023-06-01
9306627,Panama,2023-06-01,
9306782,Liberia,2006-06-01,2024-01-01
9306782,Russia,2024-01-01,
9306794,Liberia,2006-07-01,2024-03-01
9306794,Gabon,2024-03-01,2024-08-01
9306794,Barbados,2024-08-01,
9307815,Italy,2005-12-01,2007-10-01
9307815,Malta,2007-10-01,2007-10-01
9307815,Germany,2007-10-01,2018-07-01
9307815,Liberia,2018-07-01,2018-07-01
9307815,Germany,2018-07-01,2023-01-01
9307815,St.Kitts and Nevis,2023-01-01,2023-05-01
9307815,Gabon,2023-05-01,
9308065,Norway (NIS),2006-02-01,2012-02-01
9308065,Bahamas,2012-02-01,2022-08-01
9308065,Panama,2022-08-01,
9308077,Norway (NIS),2006-04-01,2007-03-01
9308077,Bahamas,2007-03-01,2022-08-01
9308077,Panama,2022-08-01,
9308132,Singapore,2006-11-01,2021-10-01
9308132,Marshall Islands,2021-10-01,2024-03-01
9308132,Guinea-Bissau,2024-03-01,
9308170,Singapore,2007-12-01,2022-05-01
9308170,Panama,2022-05-01,
9308821,Malta,2005-06-01,2007-02-01
9308821,Greece,2007-02-01,2022-12-01
9308821,Liberia,2022-12-01,2024-05-01
9308821,Cook islands,2024-05-01,
9308833,Greece,2005-01-01,2005-10-01
9308833,Malta,2005-10-01,2007-02-01
9308833,Greece,2007-02-01,2019-02-01
9308833,Marshall Islands,2019-02-01,2024-04-01
9308833,Cook islands,2024-04-01,
9308857,Malta,2006-04-01,2007-04-01
9308857,Greece,2007-04-01,2016-04-01
9308857,Malta,2016-04-01,2022-10-01
9308857,Liberia,2022-10-01,2024-04-01
9308857,Cook islands,2024-04-01,
9309576,Liberia,2005-06-01,2023-12-01
9309576,Panama,2023-12-01,
9309588,Liberia,2005-12-01,2024-01-01
9309588,Gabon,2024-01-01,
9310525,Liberia,2006-08-01,2006-08-01
9310525,Netherlands,2006-08-01,2008-10-01
9310525,Liberia,2008-10-01,2008-10-01
9310525,Netherlands,2008-10-01,2015-11-01
9310525,Greece,2015-11-01,2023-02-01
9310525,St.Kitts and Nevis,2023-02-01,2023-04-01
9310525,Gabon,2023-04-01,
9310707,Panama,2005-04-01,2023-02-01
9310707,Marshall Islands,2023-02-01,2024-03-01
9310707,Panama,2024-03-01,
9311531,Isle of Man,2005-06-01,2014-09-01
9311531,Liberia,2014-09-01,2022-12-01
9311531,St.Kitts and Nevis,2022-12-01,2023-04-01
9311531,Gabon,2023-04-01,
9311622,Liberia,2006-06-01,2024-01-01
9311622,Gabon,2024-01-01,
9311751,Marshall Islands,2006-02-01,2007-08-01
9311751,Bahamas,2007-08-01,2008-10-01
9311751,Liberia,2008-10-01,2008-10-01
9311751,Germany,2008-10-01,2015-11-01
9311751,Singapore,2015-11-01,2015-11-01
9311751,Germany,2015-11-01,2022-05-01
9311751,Turkey,2022-05-01,2023-11-01
9311751,Liberia,2023-11-01,
9312872,Bahamas,2007-05-01,2009-05-01
9312872,Liberia,2009-05-01,2022-07-01
9312872,"Hong Kong, China",2022-07-01,2022-12-01
9312872,Panama,2022-12-01,
9312884,Liberia,2007-05-01,2024-03-01
9312884,Gabon,2024-03-01,2024-04-01
9312884,Russia,2024-04-01,
9312896,Liberia,2007-07-01,2024-01-01
9312896,Gabon,2024-01-01,2024-04-01
9312896,Russia,2024-04-01,
9312913,Isle of Man,2006-04-01,2006-04-01
9312913,Marshall Islands,2006-04-01,2016-09-01
9312913,Germany,2016-09-01,2016-09-01
9312913,Marshall Islands,2016-09-01,2022-06-01
9312913,Liberia,2022-06-01,2023-10-01
9312913,Liberia,2023-10-01,2023-10-01
9312913,Germany,2023-10-01,
9313462,"Hong Kong, China",2007-02-01,2016-12-01
9313462,Malta,2016-12-01,2021-12-01
9313462,Liberia,2021-12-01,2023-05-01
9313462,Marshall Islands,2023-05-01,2024-02-01
9313462,Panama,2024-02-01,
9314088,Panama,2004-01-01,2012-09-01
9314088,Malta,2012-09-01,2022-08-01
9314088,Panama,2022-08-01,
9314105,Panama,2005-01-01,2013-04-01
9314105,Saudi Arabia,2013-04-01,2015-02-01
9314105,Marshall Islands,2015-02-01,2023-04-01
9314105,Palau (Republic of),2023-04-01,2024-03-01
9314105,Cook islands,2024-03-01,
9314167,Liberia,2007-03-01,2013-08-01
9314167,Marshall Islands,2013-08-01,2023-02-01
9314167,Palau (Republic of),2023-02-01,
9314179,Liberia,2007-04-01,2013-08-01
9314179,Marshall Islands,2013-08-01,2023-03-01
9314179,Cook islands,2023-03-01,
9314727,Russia,2004-09-01,2004-09-01
9314727,Malta,2004-09-01,2013-11-01
9314727,Russia,2013-11-01,2013-11-01
9314727,Malta,2013-11-01,
9314818,Cyprus,2006-07-01,2022-10-01
9314818,Liberia,2022-10-01,2024-04-01
9314818,Not Known,2024-04-01,
9314820,Cyprus,2006-10-01,2014-10-01
9314820,Malta,2014-10-01,2023-11-01
9314820,Panama,2023-11-01,
9314882,Greece,2006-05-01,2009-12-01
9314882,Liberia,2009-12-01,2023-12-01
9314882,Gabon,2023-12-01,
9314894,Greece,2006-10-01,2009-10-01
9314894,Liberia,2009-10-01,2023-12-01
9314894,Gabon,2023-12-01,
9315446,Singapore,2005-12-01,2020-12-01
9315446,Marshall Islands,2020-12-01,2022-08-01
9315446,Liberia,2022-08-01,2024-04-01
9315446,Antigua and Barbuda,2024-04-01,
9315654,Bahamas,2005-06-01,2023-07-01
9315654,Liberia,2023-07-01,2023-09-01
9315654,Panama,2023-09-01,
9315745,Marshall Islands,2006-08-01,2022-05-01
9315745,Liberia,2022-05-01,2022-05-01
9315745,Germany,2022-05-01,2023-11-01
9315745,Liberia,2023-11-01,2023-11-01
9315745,Germany,2023-11-01,2024-02-01
9315745,Gabon,2024-02-01,
9315769,Isle of Man,2007-03-01,2007-03-01
9315769,Marshall Islands,2007-03-01,2017-04-01
9315769,Marshall Islands,2017-04-01,2021-11-01
9315769,Germany,2021-11-01,2021-11-01
9315769,Liberia,2021-11-01,2021-11-01
9315769,Germany,2021-11-01,2023-01-01
9315769,Liberia,2023-01-01,
9316127,Liberia,2007-07-01,2024-03-01
9316127,Gabon,2024-03-01,2024-09-01
9316127,Barbados,2024-09-01,
9317949,Cyprus,2007-03-01,2008-05-01
9317949,Malta,2008-05-01,2023-01-01
9317949,St.Kitts and Nevis,2023-01-01,2023-04-01
9317949,Mongolia,2023-04-01,2023-05-01
9317949,Not Known,2023-05-01,2023-06-01
9317949,Gabon,2023-06-01,
9318022,Italy,2006-02-01,2011-05-01
9318022,Marshall Islands,2011-05-01,2022-12-01
9318022,Panama,2022-12-01,
9318034,Italy,2006-03-01,2006-11-01
9318034,Germany,2006-11-01,2006-11-01
9318034,Malta,2006-11-01,2006-11-01
9318034,Germany,2006-11-01,2022-01-01
9318034,Marshall Islands,2022-01-01,2022-12-01
9318034,St.Kitts and Nevis,2022-12-01,2023-04-01
9318034,Gabon,2023-04-01,
9318539,Croatia,2007-07-01,2023-08-01
9318539,Cook islands,2023-08-01,2024-07-01
9318539,Honduras,2024-07-01,
9318541,Liberia,2006-05-01,2024-01-01
9318541,Gabon,2024-01-01,2024-08-01
9318541,Barbados,2024-08-01,
9318553,Liberia,2006-10-01,2024-01-01
9318553,Gabon,2024-01-01,2024-08-01
9318553,Barbados,2024-08-01,
9319674,Singapore,2007-08-01,2021-01-01
9319674,Marshall Islands,2021-01-01,2022-09-01
9319674,St.Kitts and Nevis,2022-09-01,2022-09-01
9319674,Not Known,2022-09-01,2023-04-01
9319674,Gabon,2023-04-01,
9319686,Singapore,2008-01-01,2020-12-01
9319686,Marshall Islands,2020-12-01,2023-08-01
9319686,Panama,2023-08-01,
9319703,Denmark (DIS),2008-05-01,2011-11-01
9319703,Singapore,2011-11-01,2021-01-01
9319703,Marshall Islands,2021-01-01,2022-09-01
9319703,Gabon,2022-09-01,
9319870,Cyprus,2007-03-01,2018-07-01
9319870,Portugal (MAR),2018-07-01,2023-03-01
9319870,Gabon,2023-03-01,
9319882,Panama,2007-07-01,2012-11-01
9319882,Singapore,2012-11-01,2016-09-01
9319882,Marshall Islands,2016-09-01,2022-12-01
9319882,St.Kitts and Nevis,2022-12-01,2023-04-01
9319882,Not Known,2023-04-01,2023-05-01
9319882,Gabon,2023-05-01,
9321172,Bahamas,2007-02-01,2019-09-01
9321172,Marshall Islands,2019-09-01,2024-03-01
9321172,Panama,2024-03-01,
9321689,Norway (NIS),2007-01-01,2022-11-01
9321689,Cook islands,2022-11-01,2022-11-01
9321689,Liberia,2022-11-01,2024-07-01
9321689,Honduras,2024-07-01,
9321691,Greece,2006-09-01,2021-12-01
9321691,Liberia,2021-12-01,2022-11-01
9321691,Gabon,2022-11-01,
9321706,Greece,2006-09-01,2021-06-01
9321706,Liberia,2021-06-01,2022-02-01
9321706,St.Kitts and Nevis,2022-02-01,2023-04-01
9321706,Not Known,2023-04-01,2023-05-01
9321706,Gabon,2023-05-01,2023-05-01
9321706,Mongolia,2023-05-01,
9321847,Panama,2006-10-01,2014-05-01
9321847,Liberia,2014-05-01,2022-05-01
9321847,Panama,2022-05-01,
9321976,Bahamas,2007-01-01,2015-11-01
9321976,Liberia,2015-11-01,2022-05-01
9321976,Panama,2022-05-01,
9322827,Cayman Islands,2006-05-01,2021-06-01
9322827,Vietnam,2021-06-01,2022-10-01
9322827,Marshall Islands,2022-10-01,2022-12-01
9322827,Liberia,2022-12-01,2024-03-01
9322827,Sao Tome & Principe FALSE,2024-03-01,2024-04-01
9322827,Eswatini FALSE,2024-04-01,
9322839,Cayman Islands,2006-11-01,2021-10-01
9322839,Marshall Islands,2021-10-01,2022-11-01
9322839,Liberia,2022-11-01,2024-04-01
9322839,Eswatini FALSE,2024-04-01,2024-08-01
9322839,Guinea False,2024-08-01,
9322956,Liberia,2006-04-01,2024-01-01
9322956,Gabon,2024-01-01,
9322968,Liberia,2006-09-01,2024-01-01
9322968,Gabon,2024-01-01,
9323314,Marshall Islands,2006-07-01,2022-07-01
9323314,Liberia,2022-07-01,2024-03-01
9323314,Gabon,2024-03-01,
9323326,Marshall Islands,2006-09-01,2022-08-01
9323326,Liberia,2022-08-01,2024-02-01
9323326,Gabon,2024-02-01,
9323338,Marshall Islands,2006-12-01,2022-07-01
9323338,Liberia,2022-07-01,2024-02-01
9323338,Eswatini FALSE,2024-02-01,
9323340,Marshall Islands,2007-03-01,2023-08-01
9323340,Cook islands,2023-08-01,
9323352,Marshall Islands,2007-06-01,2023-08-01
9323352,Cook islands,2023-08-01,
9323364,Marshall Islands,2007-07-01,2023-07-01
9323364,Cook islands,2023-07-01,
9323376,Marshall Islands,2007-10-01,2023-08-01
9323376,Cook islands,2023-08-01,
9323986,Panama,2007-03-01,2015-05-01
9323986,Marshall Islands,2015-05-01,2015-05-01
9323986,Malta,2015-05-01,2023-03-01
9323986,Gabon,2023-03-01,
9326718,Norway (NIS),2007-09-01,2021-04-01
9326718,Vietnam,2021-04-01,2021-04-01
9326718,Not Known,2021-04-01,2024-07-01
9326718,Sierra leone,2024-07-01,
9326720,Norway (NIS),2007-11-01,2021-08-01
9326720,Vietnam,2021-08-01,2021-08-01
9326720,Not Known,2021-08-01,
9326861,Norway (NIS),2006-09-01,2021-07-01
9326861,Liberia,2021-07-01,
9326885,Norway (NIS),2008-02-01,2021-09-01
9326885,Marshall Islands,2021-09-01,2022-09-01
9326885,Panama,2022-09-01,
9327360,Cyprus,2006-01-01,2017-06-01
9327360,Marshall Islands,2017-06-01,2023-10-01
9327360,Liberia,2023-10-01,
9327372,Cyprus,2006-02-01,2016-02-01
9327372,Malta,2016-02-01,2022-09-01
9327372,Liberia,2022-09-01,2023-02-01
9327372,St.Kitts and Nevis,2023-02-01,2023-04-01
9327372,Gabon,2023-04-01,
9327384,Cyprus,2006-06-01,2017-06-01
9327384,Marshall Islands,2017-06-01,
9327413,Marshall Islands,2006-01-01,2023-01-01
9327413,Liberia,2023-01-01,2024-04-01
9327413,Not Known,2024-04-01,
9327437,Germany,2006-03-01,2006-03-01
9327437,Marshall Islands,2006-03-01,2022-05-01
9327437,Liberia,2022-05-01,2023-11-01
9327437,Liberia,2023-11-01,2023-11-01
9327437,Germany,2023-11-01,2024-02-01
9327437,Gabon,2024-02-01,2024-07-01
9327437,Liberia,2024-07-01,
9327449,Liberia,2006-05-01,2009-04-01
9327449,Mexico,2009-04-01,2014-04-01
9327449,Liberia,2014-04-01,
9328132,Denmark (DIS),2006-12-01,2010-11-01
9328132,Bahamas,2010-11-01,2022-10-01
9328132,Liberia,2022-10-01,2022-10-01
9328132,Germany,2022-10-01,2024-01-01
9328132,Panama,2024-01-01,2024-01-01
9328132,Germany,2024-01-01,
9329655,Liberia,2008-08-01,2024-01-01
9329655,Gabon,2024-01-01,
9329667,Liberia,2008-11-01,2024-01-01
9329667,Gabon,2024-01-01,
9329758,Singapore,2006-02-01,2007-11-01
9329758,Marshall Islands,2007-11-01,2023-08-01
9329758,Cook islands,2023-08-01,
9330472,Greece,2007-03-01,2024-02-01
9330472,Cyprus,2024-02-01,2024-04-01
9330472,Cook islands,2024-04-01,
9331141,Malta,2006-07-01,2009-09-01
9331141,Libya,2009-09-01,2022-12-01
9331141,Cook islands,2022-12-01,2024-07-01
9331141,Not Known,2024-07-01,
9331153,Malta,2007-03-01,2010-02-01
9331153,Libya,2010-02-01,2023-01-01
9331153,Cook islands,2023-01-01,2024-07-01
9331153,Not Known,2024-07-01,
9332028,"Hong Kong, China",2007-07-01,2018-01-01
9332028,Norway (NIS),2018-01-01,2023-04-01
9332028,Marshall Islands,2023-04-01,2024-02-01
9332028,Panama,2024-02-01,
9332614,Norway (NIS),2008-07-01,2021-08-01
9332614,Marshall Islands,2021-08-01,2022-09-01
9332614,Panama,2022-09-01,
9332638,Marshall Islands,2009-04-01,
9332640,Marshall Islands,2010-01-01,2015-02-01
9332640,Singapore,2015-02-01,2018-07-01
9332640,Malta,2018-07-01,2023-02-01
9332640,Marshall Islands,2023-02-01,
9332781,Panama,2006-12-01,2011-10-01
9332781,Singapore,2011-10-01,2014-06-01
9332781,Liberia,2014-06-01,2023-09-01
9332781,Panama,2023-09-01,
9332810,"Hong Kong, China",2007-03-01,2013-12-01
9332810,Liberia,2013-12-01,2020-01-01
9332810,Marshall Islands,2020-01-01,2022-12-01
9332810,St.Kitts and Nevis,2022-12-01,2023-04-01
9332810,Not Known,2023-04-01,2023-05-01
9332810,Mongolia,2023-05-01,2023-06-01
9332810,Gabon,2023-06-01,
9332822,"Hong Kong, China",2007-05-01,2013-12-01
9332822,Liberia,2013-12-01,2022-04-01
9332822,Marshall Islands,2022-04-01,2022-08-01
9332822,"Hong Kong, China",2022-08-01,2024-03-01
9332822,Panama,2024-03-01,
9332834,"Hong Kong, China",2007-06-01,2014-06-01
9332834,Liberia,2014-06-01,2023-01-01
9332834,St.Kitts and Nevis,2023-01-01,2023-05-01
9332834,Not Known,2023-05-01,2023-05-01
9332834,Mongolia,2023-05-01,2023-07-01
9332834,Gabon,2023-07-01,
9333400,Liberia,2006-10-01,2012-07-01
9333400,Cyprus,2012-07-01,2012-07-01
9333400,Russia,2012-07-01,2012-07-01
9333400,Cyprus,2012-07-01,2016-12-01
9333400,Liberia,2016-12-01,2024-01-01
9333400,Gabon,2024-01-01,
9333412,Liberia,2007-11-01,2014-07-01
9333412,Russia,2014-07-01,2018-02-01
9333412,Liberia,2018-02-01,2024-01-01
9333412,Gabon,2024-01-01,
9333424,Liberia,2007-11-01,2014-07-01
9333424,Russia,2014-07-01,2017-11-01
9333424,Liberia,2017-11-01,2024-02-01
9333424,Gabon,2024-02-01,2024-08-01
9333424,Barbados,2024-08-01,
9333436,Liberia,2007-12-01,2014-06-01
9333436,Russia,2014-06-01,2017-11-01
9333436,Liberia,2017-11-01,2024-01-01
9333436,Gabon,2024-01-01,2024-08-01
9333436,Barbados,2024-08-01,
9334296,Turkey,2006-08-01,2008-06-01
9334296,Bahamas,2008-06-01,2009-10-01
9334296,Malta,2009-10-01,2022-11-01
9334296,Liberia,2022-11-01,2024-02-01
9334296,Gabon,2024-02-01,
9334557,Liberia,2007-10-01,2011-02-01
9334557,Marshall Islands,2011-02-01,2022-02-01
9334557,Malta,2022-02-01,2023-02-01
9334557,Gabon,2023-02-01,
9334569,Liberia,2008-01-01,2011-03-01
9334569,Marshall Islands,2011-03-01,
9334789,India,2007-01-01,2009-07-01
9334789,Portugal (MAR),2009-07-01,2009-07-01
9334789,Malta,2009-07-01,2010-08-01
9334789,Marshall Islands,2010-08-01,2015-10-01
9334789,Denmark (DIS),2015-10-01,2021-12-01
9334789,Marshall Islands,2021-12-01,2023-01-01
9334789,Liberia,2023-01-01,
9335094,Bahamas,2006-10-01,2024-05-01
9335094,Panama,2024-05-01,
9336426,Bahamas,2007-10-01,2022-03-01
9336426,Marshall Islands,2022-03-01,2022-12-01
9336426,St.Kitts and Nevis,2022-12-01,2023-05-01
9336426,Panama,2023-05-01,
9336517,"Hong Kong, China",2007-02-01,2007-02-01
9336517,Panama,2007-02-01,2017-01-01
9336517,Marshall Islands,2017-01-01,2023-06-01
9336517,Liberia,2023-06-01,2024-03-01
9336517,Gabon,2024-03-01,
9337327,Marshall Islands,2006-12-01,2024-03-01
9337327,Panama,2024-03-01,
9337389,Panama,2007-02-01,2012-01-01
9337389,Norway (NIS),2012-01-01,2021-06-01
9337389,Panama,2021-06-01,2024-02-01
9337389,Comoros,2024-02-01,2024-04-01
9337389,Not Known,2024-04-01,2024-05-01
9337389,Comoros FALSE,2024-05-01,
9337901,Singapore,2006-11-01,2010-10-01
9337901,Panama,2010-10-01,2021-02-01
9337901,Greece,2021-02-01,2023-01-01
9337901,St.Kitts and Nevis,2023-01-01,2023-04-01
9337901,Gabon,2023-04-01,
9338905,Greece,2007-04-01,2023-12-01
9338905,Gabon,2023-12-01,
9339301,Liberia,2007-05-01,2024-03-01
9339301,Russia,2024-03-01,
9339313,Liberia,2007-07-01,2024-03-01
9339313,Gabon,2024-03-01,2024-05-01
9339313,Russia,2024-05-01,
9339325,Liberia,2007-10-01,2024-01-01
9339325,Gabon,2024-01-01,2024-07-01
9339325,Barbados,2024-07-01,
9339337,Liberia,2008-01-01,2024-01-01
9339337,Gabon,2024-01-01,2024-08-01
9339337,Barbados,2024-08-01,
9341067,Liberia,2006-01-01,2024-01-01
9341067,Gabon,2024-01-01,2024-04-01
9341067,Russia,2024-04-01,
9341079,Liberia,2006-02-01,2024-01-01
9341079,Gabon,2024-01-01,
9341081,Liberia,2006-03-01,2024-01-01
9341081,Gabon,2024-01-01,
9341093,Liberia,2006-05-01,2024-01-01
9341093,Gabon,2024-01-01,2024-06-01
9341093,Russia,2024-06-01,
9342657,Russia,2005-04-01,2005-04-01
9342657,Malta,2005-04-01,2012-03-01
9342657,Russia,2012-03-01,2013-11-01
9342657,Russia,2013-11-01,2013-11-01
9342657,Malta,2013-11-01,
9344033,Liberia,2007-08-01,2024-01-01
9344033,Gabon,2024-01-01,
9344100,China Peoples's Republic,2007-02-01,2007-03-01
9344100,Liberia,2007-03-01,2019-01-01
9344100,Panama,2019-01-01,
9345623,Panama,2008-01-01,2021-08-01
9345623,Liberia,2021-08-01,2023-11-01
9345623,Panama,2023-11-01,2024-01-01
9345623,Gabon,2024-01-01,
9346720,Greece,2007-11-01,2019-12-01
9346720,Marshall Islands,2019-12-01,2023-06-01
9346720,Panama,2023-06-01,
9346732,Malta,2007-04-01,2013-07-01
9346732,Singapore,2013-07-01,2013-07-01
9346732,Malta,2013-07-01,2022-06-01
9346732,"Hong Kong, China",2022-06-01,2022-11-01
9346732,Panama,2022-11-01,
9346744,Malta,2007-11-01,2013-07-01
9346744,Singapore,2013-07-01,2013-07-01
9346744,Malta,2013-07-01,2020-03-01
9346744,Marshall Islands,2020-03-01,2023-12-01
9346744,Panama,2023-12-01,
9346873,Bahamas,2008-09-01,2008-09-01
9346873,Italy,2008-09-01,2016-06-01
9346873,Italy,2016-06-01,2018-06-01
9346873,Italy,2018-06-01,2018-06-01
9346873,Bahamas,2018-06-01,2024-01-01
9346873,Panama,2024-01-01,
9347231,Azerbaijan,2006-07-01,
9347243,Azerbaijan,2006-10-01,
9347308,United Kingdom,2008-04-01,2008-04-01
9347308,Germany,2008-04-01,2019-04-01
9347308,Marshall Islands,2019-04-01,2019-04-01
9347308,Germany,2019-04-01,2023-06-01
9347308,Panama,2023-06-01,
9348479,Greece,2006-08-01,2023-12-01
9348479,Panama,2023-12-01,
9350654,China Peoples's Republic,2007-06-01,2008-09-01
