vessel_imo,flag,start_date,end_date
9350654,Singapore,2008-09-01,2010-05-01
9350654,"Hong Kong, China",2010-05-01,2010-05-01
9350654,Not Known,2010-05-01,2021-08-01
9350654,Marshall Islands,2021-08-01,2023-04-01
9350654,Panama,2023-04-01,
9350850,Malta,2006-04-01,2006-06-01
9350850,Malta,2006-06-01,2006-06-01
9350850,Germany,2006-06-01,2022-05-01
9350850,Malta,2022-05-01,2022-05-01
9350850,Germany,2022-05-01,2022-08-01
9350850,Malta,2022-08-01,2022-08-01
9350850,Liberia,2022-08-01,2024-01-01
9350850,Panama,2024-01-01,
9352195,India,2007-03-01,2009-08-01
9352195,Portugal (MAR),2009-08-01,2009-08-01
9352195,Malta,2009-08-01,2010-03-01
9352195,Malta,2010-03-01,2011-01-01
9352195,Denmark (DIS),2011-01-01,2021-06-01
9352195,Liberia,2021-06-01,2021-06-01
9352195,Germany,2021-06-01,2022-11-01
9352195,Gabon,2022-11-01,2022-11-01
9352195,Germany,2022-11-01,
9353096,United Kingdom,2008-07-01,2008-07-01
9353096,Germany,2008-07-01,2019-03-01
9353096,Marshall Islands,2019-03-01,2019-03-01
9353096,Germany,2019-03-01,2023-01-01
9353096,St.Kitts and Nevis,2023-01-01,2023-04-01
9353096,Gabon,2023-04-01,
9353113,United Kingdom,2008-09-01,2008-09-01
9353113,Germany,2008-09-01,2019-03-01
9353113,Marshall Islands,2019-03-01,2019-03-01
9353113,Germany,2019-03-01,2023-01-01
9353113,St.Kitts and Nevis,2023-01-01,2023-04-01
9353113,Not Known,2023-04-01,2023-05-01
9353113,Mongolia,2023-05-01,2023-06-01
9353113,Gabon,2023-06-01,2024-07-01
9353113,Tanzania,2024-07-01,
9353125,United Kingdom,2008-09-01,2008-09-01
9353125,Germany,2008-09-01,2019-03-01
9353125,Marshall Islands,2019-03-01,2023-01-01
9353125,St.Kitts and Nevis,2023-01-01,2023-04-01
9353125,Gabon,2023-04-01,
9354301,Cyprus,2008-01-01,2016-09-01
9354301,Liberia,2016-09-01,2023-12-01
9354301,Panama,2023-12-01,
9354313,Cyprus,2008-07-01,2016-08-01
9354313,Liberia,2016-08-01,2023-12-01
9354313,Panama,2023-12-01,
9354521,Panama,2008-10-01,2011-04-01
9354521,Singapore,2011-04-01,2017-11-01
9354521,Liberia,2017-11-01,2020-11-01
9354521,Belize,2020-11-01,
9354636,Russia,2005-09-01,2005-09-01
9354636,Malta,2005-09-01,2013-11-01
9354636,Russia,2013-11-01,2013-11-01
9354636,Malta,2013-11-01,
9356610,Netherlands,2008-07-01,2015-09-01
9356610,Singapore,2015-09-01,2021-05-01
9356610,Russia,2021-05-01,
9356751,Singapore,2007-01-01,2022-01-01
9356751,Marshall Islands,2022-01-01,2024-03-01
9356751,Guinea-Bissau,2024-03-01,2024-08-01
9356751,Marshall Islands,2024-08-01,
9359387,Cayman Islands,2010-07-01,2017-10-01
9359387,Cayman Islands,2017-10-01,2017-10-01
9359387,Liberia,2017-10-01,2022-10-01
9359387,Panama,2022-10-01,
9360128,Liberia,2009-01-01,2019-03-01
9360128,Cyprus,2019-03-01,2022-11-01
9360128,Panama,2022-11-01,
9360130,Liberia,2009-01-01,2019-06-01
9360130,Cyprus,2019-06-01,2022-11-01
9360130,Panama,2022-11-01,
9360415,Cyprus,2007-01-01,2015-02-01
9360415,Singapore,2015-02-01,2022-01-01
9360415,Liberia,2022-01-01,2023-02-01
9360415,St.Kitts and Nevis,2023-02-01,2023-04-01
9360415,Panama,2023-04-01,
9368223,Singapore,2008-03-01,2023-01-01
9368223,St.Kitts and Nevis,2023-01-01,2023-04-01
9368223,Panama,2023-04-01,
9374844,Marshall Islands,2007-03-01,2007-03-01
9374844,Germany,2007-03-01,2017-09-01
9374844,Marshall Islands,2017-09-01,2017-09-01
9374844,Germany,2017-09-01,2023-08-01
9374844,Cook islands,2023-08-01,
9374868,Singapore,2007-07-01,2021-09-01
9374868,Panama,2021-09-01,2021-10-01
9374868,Vietnam,2021-10-01,
9375575,Denmark (DIS),2008-08-01,2010-05-01
9375575,Bahamas,2010-05-01,2022-11-01
9375575,Marshall Islands,2022-11-01,2023-07-01
9375575,Panama,2023-07-01,
9377042,Russia,2006-05-01,2013-11-01
9377042,Russia,2013-11-01,2013-11-01
9377042,Malta,2013-11-01,
9378618,"Hong Kong, China",2008-08-01,2021-07-01
9378618,Singapore,2021-07-01,2023-07-01
9378618,Panama,2023-07-01,
9378620,"Hong Kong, China",2008-11-01,2021-08-01
9378620,Liberia,2021-08-01,2023-01-01
9378620,St.Kitts and Nevis,2023-01-01,2023-05-01
9378620,Gabon,2023-05-01,
9378632,"Hong Kong, China",2009-02-01,2021-08-01
9378632,Singapore,2021-08-01,2023-07-01
9378632,Panama,2023-07-01,
9379052,Singapore,2009-06-01,2022-05-01
9379052,Panama,2022-05-01,
9380673,Greece,2008-11-01,2014-10-01
9380673,Marshall Islands,2014-10-01,2024-05-01
9380673,Cook islands,2024-05-01,
9381732,Panama,2008-10-01,2022-11-01
9381732,Liberia,2022-11-01,2024-04-01
9381732,Not Known,2024-04-01,2024-08-01
9381732,Guinea False,2024-08-01,
9381744,Panama,2008-12-01,2022-11-01
9381744,Liberia,2022-11-01,2024-04-01
9381744,Not Known,2024-04-01,
9382073,Panama,2008-04-01,2019-01-01
9382073,Marshall Islands,2019-01-01,2022-12-01
9382073,Liberia,2022-12-01,
9382712,Panama,2007-01-01,2021-05-01
9382712,Liberia,2021-05-01,2022-10-01
9382712,Marshall Islands,2022-10-01,2023-04-01
9382712,Liberia,2023-04-01,2024-03-01
9382712,Gabon,2024-03-01,
9382798,Liberia,2008-04-01,2024-01-01
9382798,Gabon,2024-01-01,2024-09-01
9382798,Barbados,2024-09-01,
9383950,Panama,2009-07-01,2021-09-01
9383950,Marshall Islands,2021-09-01,2023-05-01
9383950,Panama,2023-05-01,
9384095,Marshall Islands,2008-06-01,2008-06-01
9384095,Germany,2008-06-01,2017-07-01
9384095,Malta,2017-07-01,2017-07-01
9384095,Germany,2017-07-01,2023-03-01
9384095,Palau (Republic of),2023-03-01,
9384306,Cyprus,2009-03-01,2016-08-01
9384306,Liberia,2016-08-01,2024-01-01
9384306,Gabon,2024-01-01,
9384459,Cyprus,2010-03-01,2023-02-01
9384459,Panama,2023-02-01,
9385142,Cyprus,2009-04-01,2016-08-01
9385142,Liberia,2016-08-01,2024-01-01
9385142,Gabon,2024-01-01,
9386536,Greece,2009-01-01,2014-01-01
9386536,Malta,2014-01-01,2020-11-01
9386536,Marshall Islands,2020-11-01,2024-04-01
9386536,Panama,2024-04-01,
9387255,Singapore,2008-12-01,2011-11-01
9387255,Panama,2011-11-01,2023-10-01
9387255,Marshall Islands,2023-10-01,2024-03-01
9387255,Barbados,2024-03-01,
9387279,Isle of Man,2008-07-01,2022-11-01
9387279,Panama,2022-11-01,
9388730,Singapore,2008-02-01,2020-10-01
9388730,Marshall Islands,2020-10-01,2024-05-01
9388730,Indonesia,2024-05-01,
9388742,Singapore,2008-08-01,2020-10-01
9388742,Marshall Islands,2020-10-01,2022-12-01
9388742,St.Kitts and Nevis,2022-12-01,2023-04-01
9388742,Gabon,2023-04-01,
9388754,Singapore,2008-07-01,2020-12-01
9388754,Liberia,2020-12-01,2023-06-01
9388754,Panama,2023-06-01,
9388766,Singapore,2008-08-01,2021-02-01
9388766,Marshall Islands,2021-02-01,2023-07-01
9388766,Panama,2023-07-01,
9388780,Singapore,2009-05-01,2021-01-01
9388780,Marshall Islands,2021-01-01,2023-08-01
9388780,Panama,2023-08-01,
9388792,Singapore,2009-01-01,2021-12-01
9388792,Marshall Islands,2021-12-01,2024-03-01
9388792,Panama,2024-03-01,
9389679,Marshall Islands,2008-09-01,2023-06-01
9389679,Palau (Republic of),2023-06-01,2024-04-01
9389679,Cook islands,2024-04-01,
9390587,Panama,2008-11-01,2022-06-01
9390587,Liberia,2022-06-01,2023-03-01
9390587,Panama,2023-03-01,
9392822,Singapore,2008-10-01,2018-07-01
9392822,Bahamas,2018-07-01,2023-07-01
9392822,Panama,2023-07-01,
9393668,Panama,2008-06-01,2021-01-01
9393668,Malta,2021-01-01,2023-05-01
9393668,Panama,2023-05-01,
9394935,Marshall Islands,2008-12-01,2023-07-01
9394935,Cook islands,2023-07-01,
9395379,Singapore,2008-02-01,2011-07-01
9395379,Panama,2011-07-01,2015-05-01
9395379,Liberia,2015-05-01,2024-02-01
9395379,Panama,2024-02-01,
9396672,Liberia,2008-10-01,2013-07-01
9396672,Marshall Islands,2013-07-01,2023-04-01
9396672,Liberia,2023-04-01,
9396775,Malta,2009-03-01,2023-02-01
9396775,Marshall Islands,2023-02-01,
9397535,Cyprus,2009-05-01,2016-09-01
9397535,Liberia,2016-09-01,2024-01-01
9397535,Gabon,2024-01-01,
9397547,Cyprus,2008-11-01,2016-09-01
9397547,Liberia,2016-09-01,2024-01-01
9397547,Gabon,2024-01-01,
9397559,Cyprus,2008-12-01,2016-09-01
9397559,Liberia,2016-09-01,2024-02-01
9397559,Gabon,2024-02-01,
9397676,Malta,2006-10-01,2006-11-01
9397676,Russia,2006-11-01,2010-09-01
9397676,Malta,2010-09-01,2010-09-01
9397676,Russia,2010-09-01,2014-09-01
9397676,Azerbaijan,2014-09-01,2014-09-01
9397676,Jamaica,2014-09-01,
9402469,Marshall Islands,2009-01-01,2010-10-01
9402469,"Hong Kong, China",2010-10-01,2019-10-01
9402469,Marshall Islands,2019-10-01,2024-01-01
9402469,Panama,2024-01-01,
9402471,Marshall Islands,2009-03-01,2010-10-01
9402471,"Hong Kong, China",2010-10-01,2019-10-01
9402471,Marshall Islands,2019-10-01,2023-11-01
9402471,Panama,2023-11-01,
9404948,Panama,2009-01-01,
9405057,Marshall Islands,2008-07-01,2018-07-01
9405057,Marshall Islands,2018-07-01,2018-07-01
9405057,Malta,2018-07-01,2023-07-01
9405057,Marshall Islands,2023-07-01,2023-07-01
9405057,Malta,2023-07-01,2024-01-01
9405057,Panama,2024-01-01,
9408205,"Hong Kong, China",2010-08-01,2020-08-01
9408205,Marshall Islands,2020-08-01,2023-06-01
9408205,Cook islands,2023-06-01,
9408695,Panama,2009-07-01,2015-03-01
9408695,Marshall Islands,2015-03-01,2023-02-01
9408695,Liberia,2023-02-01,
9409467,Panama,2008-10-01,2015-01-01
9409467,Marshall Islands,2015-01-01,2023-05-01
9409467,Liberia,2023-05-01,2024-02-01
9409467,Gabon,2024-02-01,
9410870,Cyprus,2008-10-01,2019-10-01
9410870,Marshall Islands,2019-10-01,2022-11-01
9410870,Liberia,2022-11-01,2024-04-01
9410870,Not Known,2024-04-01,
9410894,Malta,2009-10-01,2009-10-01
9410894,Germany,2009-10-01,2010-06-01
9410894,Malta,2010-06-01,2010-06-01
9410894,Germany,2010-06-01,2019-05-01
9410894,Marshall Islands,2019-05-01,2022-10-01
9410894,Liberia,2022-10-01,2024-04-01
9410894,Not Known,2024-04-01,2024-09-01
9410894,Guinea False,2024-09-01,
9411020,Liberia,2009-10-01,2024-01-01
9411020,Gabon,2024-01-01,2024-05-01
9411020,Russia,2024-05-01,
9411331,Liberia,2009-07-01,2019-04-01
9411331,Marshall Islands,2019-04-01,2023-02-01
9411331,Panama,2023-02-01,
9412335,Liberia,2010-04-01,2024-01-01
9412335,Gabon,2024-01-01,
9412347,Liberia,2011-01-01,2024-01-01
9412347,Gabon,2024-01-01,
9412359,Liberia,2010-10-01,2024-01-01
9412359,Gabon,2024-01-01,2024-04-01
9412359,Russia,2024-04-01,
9412995,Panama,2009-01-01,2021-03-01
9412995,Marshall Islands,2021-03-01,2022-08-01
9412995,Liberia,2022-08-01,2024-04-01
9412995,Eswatini FALSE,2024-04-01,
9413547,Liberia,2009-05-01,2024-01-01
9413547,Gabon,2024-01-01,
9413559,Liberia,2009-06-01,2024-01-01
9413559,Gabon,2024-01-01,2024-04-01
9413559,Russia,2024-04-01,
9413561,Liberia,2009-07-01,2024-01-01
9413561,Gabon,2024-01-01,2024-09-01
9413561,Barbados,2024-09-01,
9413573,Liberia,2009-09-01,2024-01-01
9413573,Gabon,2024-01-01,2024-07-01
9413573,Barbados,2024-07-01,
9416422,Norway (NIS),2009-05-01,2009-05-01
9416422,Greece,2009-05-01,2010-12-01
9416422,Malta,2010-12-01,2014-01-01
9416422,Marshall Islands,2014-01-01,2023-06-01
9416422,Liberia,2023-06-01,2024-02-01
9416422,Panama,2024-02-01,
9417464,Marshall Islands,2009-04-01,2022-12-01
9417464,Panama,2022-12-01,
9418482,Cyprus,2009-05-01,2013-04-01
9418482,Singapore,2013-04-01,2022-09-01
9418482,Liberia,2022-09-01,2024-02-01
9418482,Gabon,2024-02-01,
9418494,Cyprus,2009-06-01,2022-12-01
9418494,Panama,2022-12-01,
9419137,Greece,2010-06-01,2018-07-01
9419137,Liberia,2018-07-01,2023-03-01
9419137,Panama,2023-03-01,
9419448,Malta,2009-11-01,2015-04-01
9419448,Marshall Islands,2015-04-01,2024-05-01
9419448,Panama,2024-05-01,
9419723,Singapore,2009-01-01,2011-05-01
9419723,United Kingdom,2011-05-01,2018-07-01
9419723,Denmark (DIS),2018-07-01,2023-04-01
9419723,Liberia,2023-04-01,
9420617,Panama,2010-07-01,2010-10-01
9420617,Malta,2010-10-01,2023-11-01
9420617,Azerbaijan,2023-11-01,
9421960,Liberia,2009-09-01,2023-12-01
9421960,Russia,2023-12-01,
9421972,Liberia,2010-02-01,2024-01-01
9421972,Gabon,2024-01-01,
9422445,Russia,2009-11-01,2009-12-01
9422445,Liberia,2009-12-01,2024-01-01
9422445,Gabon,2024-01-01,
9422457,Liberia,2010-03-01,2023-12-01
9422457,Gabon,2023-12-01,
9422988,Liberia,2009-10-01,2021-04-01
9422988,Gabon,2021-04-01,2021-11-01
9422988,Cameroon,2021-11-01,2022-02-01
9422988,Bahamas,2022-02-01,2022-08-01
9422988,Barbados,2022-08-01,
9423736,Italy,2009-11-01,2017-12-01
9423736,Malta,2017-12-01,2019-11-01
9423736,Marshall Islands,2019-11-01,2022-11-01
9423736,Turkey,2022-11-01,2022-11-01
9423736,Sierra leone,2022-11-01,2024-02-01
9423736,Palau (Republic of),2024-02-01,
9424651,Panama,2009-10-01,2019-04-01
9424651,Singapore,2019-04-01,2022-10-01
9424651,Singapore,2022-10-01,2022-10-01
9424651,Liberia,2022-10-01,2023-08-01
9424651,Liberia,2023-08-01,2023-09-01
9424651,Palau (Republic of),2023-09-01,
9428358,Portugal (MAR),2009-03-01,2009-03-01
9428358,Liberia,2009-03-01,2011-04-01
9428358,Liberia,2011-04-01,2013-05-01
9428358,Marshall Islands,2013-05-01,2023-03-01
9428358,St.Kitts and Nevis,2023-03-01,2023-05-01
9428358,Gabon,2023-05-01,
9434890,Italy,2010-03-01,2023-05-01
9434890,Portugal (MAR),2023-05-01,2023-09-01
9434890,Palau (Republic of),2023-09-01,2024-04-01
9434890,Cook islands,2024-04-01,
9435337,Malta,2008-05-01,2009-05-01
9435337,Russia,2009-05-01,2009-06-01
9435337,Malta,2009-06-01,2009-10-01
9435337,Russia,2009-10-01,2014-02-01
9435337,Russia,2014-02-01,2014-02-01
9435337,Malta,2014-02-01,
9435349,Malta,2008-08-01,2009-05-01
9435349,Russia,2009-05-01,2009-06-01
9435349,Malta,2009-06-01,2009-06-01
9435349,Malta,2009-06-01,2009-07-01
9435349,Russia,2009-07-01,2014-02-01
9435349,Russia,2014-02-01,2014-02-01
9435349,Malta,2014-02-01,
9435351,Malta,2008-09-01,2009-04-01
9435351,Russia,2009-04-01,
9435363,Malta,2008-12-01,2009-04-01
9435363,Russia,2009-04-01,
9435375,Malta,2009-05-01,2009-06-01
9435375,Russia,2009-06-01,
9436006,Greece,2009-05-01,2009-05-01
9436006,Marshall Islands,2009-05-01,2014-04-01
9436006,Malta,2014-04-01,2021-02-01
9436006,Marshall Islands,2021-02-01,2023-03-01
9436006,Panama,2023-03-01,
9436018,Marshall Islands,2009-11-01,2016-12-01
9436018,Liberia,2016-12-01,2024-04-01
9436018,Panama,2024-04-01,
9436941,Norway (NIS),2010-03-01,2010-06-01
9436941,Panama,2010-06-01,2013-10-01
9436941,Malta,2013-10-01,2023-01-01
9436941,St.Kitts and Nevis,2023-01-01,2023-04-01
9436941,Gabon,2023-04-01,
9439400,Italy,2010-08-01,2023-10-01
9439400,Vietnam,2023-10-01,
9441958,Malta,2008-05-01,2008-07-01
9441958,Barbados,2008-07-01,2014-05-01
9441958,Malta,2014-05-01,2022-10-01
9441958,Liberia,2022-10-01,2024-02-01
9441958,Gabon,2024-02-01,
9449649,"Hong Kong, China",2007-12-01,
9449651,"Hong Kong, China",2008-05-01,2009-09-01
9449651,Cambodia,2009-09-01,2016-04-01
9449651,Sierra leone,2016-04-01,
9457804,Marshall Islands,2010-05-01,2012-06-01
9457804,Russia,2012-06-01,
9493377,Tuvalu,2008-07-01,2008-11-01
9493377,Turkey,2008-11-01,2023-11-01
9493377,Liberia,2023-11-01,2024-09-01
9493377,Turkey,2024-09-01,
9498171,Azerbaijan,2008-10-01,
9511387,Liberia,2010-07-01,2024-01-01
9511387,Gabon,2024-01-01,
9511521,Liberia,2010-09-01,2024-01-01
9511521,Gabon,2024-01-01,
9511533,Liberia,2010-11-01,2024-01-01
9511533,Gabon,2024-01-01,2024-08-01
9511533,Barbados,2024-08-01,
9513139,Malta,2011-03-01,2014-01-01
9513139,Marshall Islands,2014-01-01,2022-09-01
9513139,Panama,2022-09-01,
9517070,Russia,2009-10-01,2009-10-01
9517070,Malta,2009-10-01,2023-04-01
9517070,Sierra leone,2023-04-01,2023-04-01
9517070,Malta,2023-04-01,
9522324,Liberia,2011-02-01,2024-01-01
9522324,Gabon,2024-01-01,
9524451,Marshall Islands,2011-06-01,2021-03-01
9524451,Liberia,2021-03-01,2022-11-01
9524451,Panama,2022-11-01,
9524463,Greece,2011-06-01,2011-07-01
9524463,Marshall Islands,2011-07-01,2021-03-01
9524463,Marshall Islands,2021-03-01,2021-03-01
9524463,Liberia,2021-03-01,2022-11-01
9524463,Panama,2022-11-01,2022-11-01
9524463,Liberia,2022-11-01,
9530917,Greece,2013-03-01,2014-10-01
9530917,Greece,2014-10-01,2022-12-01
9530917,Panama,2022-12-01,
9540302,Russia,2010-01-01,2010-01-01
9540302,Malta,2010-01-01,2023-04-01
9540302,Russia,2023-04-01,2023-04-01
9540302,Malta,2023-04-01,
9540340,Malta,2010-04-01,2010-05-01
9540340,Russia,2010-05-01,2023-04-01
9540340,Russia,2023-04-01,2023-04-01
9540340,Malta,2023-04-01,
9540352,Russia,2010-08-01,2010-08-01
9540352,Malta,2010-08-01,2023-04-01
9540352,Russia,2023-04-01,2023-04-01
9540352,Malta,2023-04-01,
9540364,Malta,2010-11-01,2010-12-01
9540364,Russia,2010-12-01,2023-04-01
9540364,Russia,2023-04-01,2023-04-01
9540364,Malta,2023-04-01,
9544281,Italy,2010-03-01,2010-03-01
9544281,Cayman Islands,2010-03-01,2023-03-01
9544281,Panama,2023-03-01,
9547506,Panama,2009-10-01,2021-07-01
9547506,Singapore,2021-07-01,2023-12-01
9547506,Marshall Islands,2023-12-01,
9550682,Cyprus,2009-05-01,2010-12-01
9550682,Marshall Islands,2010-12-01,2024-05-01
9550682,Gabon,2024-05-01,
9577082,Liberia,2011-04-01,2024-02-01
9577082,Gabon,2024-02-01,2024-09-01
9577082,Barbados,2024-09-01,
9577094,Liberia,2011-03-01,2024-02-01
9577094,Gabon,2024-02-01,
9585273,Russia,2011-09-01,
9585912,Russia,2020-08-01,
9589750,Marshall Islands,2011-08-01,2023-06-01
9589750,Panama,2023-06-01,
9593921,Malta,2011-03-01,2011-04-01
9593921,Russia,2011-04-01,2023-04-01
9593921,Russia,2023-04-01,2023-04-01
9593921,Malta,2023-04-01,
9599341,Malta,2010-11-01,2014-04-01
9599341,Russia,2014-04-01,2023-02-01
9599341,Palau (Republic of),2023-02-01,2023-02-01
9599341,Malta,2023-02-01,
9599353,Malta,2011-05-01,2014-04-01
9599353,Russia,2014-04-01,2014-10-01
9599353,Russia,2014-10-01,2023-02-01
9599353,Palau (Republic of),2023-02-01,2023-02-01
9599353,Malta,2023-02-01,
9602825,Russia,2011-09-01,2011-09-01
9602825,Malta,2011-09-01,2023-04-01
9602825,Russia,2023-04-01,2023-04-01
9602825,Malta,2023-04-01,
9607710,Panama,2012-07-01,
9610781,Liberia,2012-05-01,2024-01-01
9610781,Gabon,2024-01-01,2024-09-01
9610781,Barbados,2024-09-01,
9610793,Liberia,2012-09-01,2024-01-01
9610793,Gabon,2024-01-01,2024-04-01
9610793,Russia,2024-04-01,
9610808,Liberia,2013-01-01,2023-12-01
9610808,Panama,2023-12-01,2024-03-01
9610808,Not Known,2024-03-01,2024-04-01
9610808,Russia,2024-04-01,
9610810,Liberia,2013-05-01,2024-01-01
9610810,Russia,2024-01-01,
9612909,Russia,2012-07-01,
9612911,Russia,2012-11-01,
9612923,Russia,2013-05-01,
9616955,Russia,2012-02-01,2012-02-01
9616955,Malta,2012-02-01,2023-04-01
9616955,Russia,2023-04-01,2023-04-01
9616955,Malta,2023-04-01,
9621558,Russia,2013-01-01,
9621560,Russia,2013-06-01,
9621596,Malta,2016-03-01,2024-01-01
9621596,Russia,2024-01-01,
9624304,Russia,2012-04-01,2012-04-01
9624304,Malta,2012-04-01,2023-04-01
9624304,Russia,2023-04-01,2023-04-01
9624304,Malta,2023-04-01,
9624316,Malta,2012-09-01,2012-11-01
9624316,Russia,2012-11-01,2023-04-01
9624316,Russia,2023-04-01,2023-04-01
9624316,Malta,2023-04-01,
9637583,Malta,2012-06-01,2012-07-01
9637583,Russia,2012-07-01,
9637961,Russia,2016-04-01,
9637973,Russia,2016-07-01,
9640516,Russia,2012-05-01,
9640528,Russia,2012-06-01,
9640530,Russia,2012-07-01,2023-05-01
9640530,Russia,2023-05-01,
9640542,Russia,2012-08-01,2023-06-01
9640542,Russia,2023-06-01,
9640566,Russia,2012-10-01,
9640578,Russia,2012-11-01,
9640580,Russia,2013-05-01,
9645009,Russia,2012-07-01,
9645011,Russia,2012-08-01,2012-08-01
9645011,Russia,2012-08-01,
9645023,Russia,2012-10-01,
9645035,Russia,2012-11-01,
9645047,Russia,2012-12-01,2013-05-01
9645047,Russia,2013-05-01,2023-07-01
9645047,Russia,2023-07-01,
9645061,Russia,2013-04-01,
9645114,Russia,2013-10-01,2013-10-01
9645114,Russia,2013-10-01,
9645982,Malta,2013-03-01,2013-05-01
9645982,Russia,2013-05-01,2015-09-01
9645982,Russia,2015-09-01,2017-11-01
9645982,Russia,2017-11-01,2019-10-01
9645982,Russia,2019-10-01,2019-10-01
9645982,Malta,2019-10-01,
9655468,Russia,2013-07-01,2013-07-01
9655468,Malta,2013-07-01,2017-12-01
9655468,Russia,2017-12-01,2019-10-01
9655468,Russia,2019-10-01,2019-10-01
9655468,Russia,2019-10-01,2019-10-01
9655468,Malta,2019-10-01,
9655470,Russia,2013-10-01,2013-10-01
9655470,Malta,2013-10-01,2015-09-01
9655470,Russia,2015-09-01,2017-12-01
9655470,Russia,2017-12-01,2023-02-01
9655470,Palau (Republic of),2023-02-01,2023-02-01
9655470,Malta,2023-02-01,
9683714,Russia,2014-04-01,
9683726,Russia,2014-03-01,
9690212,Russia,2014-03-01,2014-03-01
9690212,Belize,2014-03-01,2014-04-01
9690212,Russia,2014-04-01,2014-04-01
9690212,Belize,2014-04-01,
9735139,Russia,2014-10-01,
9749154,Malta,2017-01-01,2017-02-01
9749154,Russia,2017-02-01,
9759939,Russia,2017-06-01,
9766073,Russia,2016-01-01,2016-07-01
9766073,Marshall Islands,2016-07-01,2017-08-01
9766073,Russia,2017-08-01,2017-08-01
9766073,Russia,2017-08-01,
9766085,Russia,2018-10-01,
9777656,Russia,2015-06-01,2015-06-01
9777656,Malta,2015-06-01,2022-09-01
9777656,Not Known,2022-09-01,2022-09-01
9777656,Malta,2022-09-01,2022-12-01
9777656,Cameroon,2022-12-01,2023-02-01
9777656,Russia,2023-02-01,
9779941,Marshall Islands,2017-01-01,2023-06-01
9779941,Azerbaijan,2023-06-01,
9810513,Liberia,2018-02-01,2023-06-01
9810513,Azerbaijan,2023-06-01,
9813565,Russia,2016-10-01,2016-10-01
9813565,Jamaica,2016-10-01,2016-12-01
9813565,Azerbaijan,2016-12-01,2023-12-01
9813565,Panama,2023-12-01,2023-12-01
9813565,Jamaica,2023-12-01,
9821469,Azerbaijan,2020-05-01,
9821471,Azerbaijan,2021-06-01,
9826902,Liberia,2019-02-01,2024-01-01
9826902,Gabon,2024-01-01,2024-08-01
9826902,Barbados,2024-08-01,
9832547,Liberia,2018-07-01,2023-11-01
9832547,Panama,2023-11-01,
9832559,Liberia,2018-07-01,2023-10-01
9832559,Panama,2023-10-01,
9842176,Russia,2020-12-01,
9842188,Russia,2022-06-01,
9842190,Russia,2023-06-01,
9843560,Liberia,2019-03-01,2024-01-01
9843560,Gabon,2024-01-01,2024-08-01
9843560,Barbados,2024-08-01,
9846237,Russia,2018-05-01,
9866380,Russia,2022-12-01,
9866392,Russia,2023-12-01,
9901025,Cyprus,2022-03-01,2022-11-01
9901025,Panama,2022-11-01,2022-11-01
9901025,Panama,2022-11-01,
9901037,Cyprus,2022-05-01,2022-11-01
9901037,Panama,2022-11-01,2022-11-01
9901037,Panama,2022-11-01,
9904106,"Hong Kong, China",2021-02-01,
9917402,"Hong Kong, China",2021-05-01,
9981087,China Peoples's Republic,2023-01-01,
